i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,target,mean,std,median,max,min,maxmin,small,medium,large,huge
59,44,47,58,40,52,46,57,50,59,40,47,44,59,50,50,46,45,60,56,53,50,55,52,45,57,57,51,52,56,50,45,59,60,48,41,55,41,42,53,42,49,59,56,52,52,56,42,56,50,51,42,41,54,57,51,45,42,54,49,50,42,41,54,51,47,58,59,46,42,45,56,47,47,49,44,46,53,53,42,48,45,52,45,60,57,48,45,53,56,41,47,45,51,52,50,51,41,49,47,57,57,49,46,51,55,47,44,56,44,59,47,48,47,53,55,50,43,43,52,FF,0.323611111,0.04103148,0.32,0.4,0.266666667,1.5,0,0.6,0.4,0
53,50,47,47,58,55,45,54,49,58,43,47,52,51,48,49,53,50,47,60,53,60,49,57,44,41,52,50,50,51,53,49,48,54,57,52,44,49,57,43,50,50,53,56,41,40,45,60,60,47,45,48,43,57,47,46,45,57,41,57,52,41,57,50,48,55,43,52,47,58,57,47,54,48,46,57,48,47,40,46,56,47,50,59,56,51,57,47,49,55,50,53,41,43,44,55,56,51,46,58,48,59,60,54,45,43,46,52,43,42,58,54,43,40,58,53,50,53,57,42,FF,0.333333333,0.039350469,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
54,55,52,52,56,54,41,40,58,45,56,59,55,40,47,52,43,57,44,52,49,48,50,47,52,51,40,59,55,50,52,54,43,56,50,45,55,58,48,51,47,44,52,48,47,55,59,42,55,49,46,52,49,57,57,56,42,59,57,53,49,52,46,52,41,50,57,54,51,52,43,40,51,55,54,54,55,59,47,40,48,52,57,57,50,50,45,55,47,57,55,41,55,48,55,56,41,54,43,57,46,59,41,57,45,51,47,55,43,42,40,50,49,52,40,57,45,49,47,46,FF,0.3255,0.041183813,0.32,0.4,0.266666667,1.5,0,0.633333333,0.366666667,0
50,56,55,48,50,56,44,51,55,53,55,49,60,40,60,47,53,55,44,57,51,44,50,60,56,52,43,51,53,52,42,55,50,58,42,57,41,49,51,42,46,59,52,58,58,50,45,57,48,44,42,47,53,42,53,50,55,60,42,50,53,53,52,40,56,48,56,60,40,60,53,48,42,50,50,52,53,54,49,40,55,60,60,42,55,55,57,53,46,44,50,40,52,56,60,42,46,52,53,45,41,48,40,52,50,48,45,55,42,44,52,47,55,43,46,50,40,60,54,60,FF,0.324722222,0.038742087,0.32,0.4,0.266666667,1.5,0,0.633333333,0.366666667,0
54,48,48,51,47,53,52,53,48,54,57,49,44,57,52,44,60,60,50,55,44,55,52,48,59,57,46,51,50,45,54,49,40,52,47,48,57,44,51,47,45,52,48,43,57,45,43,46,60,54,44,50,46,54,51,52,58,59,45,51,50,53,51,48,40,47,53,51,40,57,58,51,45,60,45,56,48,52,58,41,59,46,45,49,60,57,53,53,53,46,40,40,41,52,58,50,54,54,46,55,40,58,46,47,60,44,58,46,48,41,44,40,53,57,60,43,40,51,47,60,FF,0.322055556,0.041474196,0.32,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
57,48,47,54,56,45,51,57,49,49,43,45,44,59,46,50,44,56,48,47,55,58,43,57,53,40,57,46,55,47,54,46,59,60,49,47,41,40,57,49,46,51,50,45,59,44,41,57,47,49,44,49,58,55,54,47,54,43,57,49,43,41,58,50,49,54,53,51,43,55,58,45,51,47,59,57,44,52,53,50,51,47,43,59,55,40,49,55,41,52,53,50,40,46,48,58,54,53,52,54,43,47,44,44,51,52,49,47,48,53,57,51,52,43,53,48,51,45,42,51,FF,0.3245,0.039814345,0.323333333,0.4,0.266666667,1.5,0,0.591666667,0.408333333,0
49,54,49,60,40,51,56,46,60,56,41,53,53,46,51,47,43,45,58,44,54,41,45,51,54,55,41,48,42,60,60,60,53,57,60,60,54,55,58,48,44,59,50,60,46,57,52,44,52,57,55,53,54,40,52,55,55,41,47,56,47,56,52,44,41,56,50,52,42,55,44,43,51,52,49,41,47,45,56,58,48,54,41,51,51,58,56,42,49,49,53,45,44,45,48,47,56,47,55,54,40,58,45,52,48,50,41,50,41,47,54,60,60,55,46,43,52,60,46,44,FF,0.326611111,0.042661203,0.323333333,0.4,0.266666667,1.5,0,0.608333333,0.391666667,0
52,43,55,47,55,53,48,56,56,46,49,54,47,57,48,60,41,50,53,53,60,59,59,48,51,58,49,43,57,52,45,52,60,59,40,46,59,44,50,49,57,60,44,48,54,51,44,53,54,43,50,53,53,50,47,48,54,47,45,52,41,56,41,48,53,43,56,58,52,51,42,54,48,42,55,51,47,57,41,40,52,45,55,49,60,42,53,47,50,47,60,58,43,43,49,48,60,53,44,53,43,50,51,42,41,49,54,56,46,57,56,40,47,44,60,50,60,45,56,49,FF,0.324333333,0.039950015,0.32,0.4,0.266666667,1.5,0,0.625,0.375,0
50,45,55,55,45,54,55,40,50,59,56,48,52,46,52,52,47,51,41,51,59,56,48,46,50,60,56,41,52,51,56,46,60,60,45,60,56,48,48,57,46,58,42,48,50,45,52,45,52,44,48,56,55,51,59,46,44,54,48,43,51,59,57,53,42,58,50,40,45,48,48,40,48,54,52,40,56,60,45,42,55,53,48,40,59,56,54,60,42,48,53,53,60,51,48,45,56,55,43,48,49,48,42,53,46,55,44,52,47,54,42,45,60,40,55,51,43,44,51,55,FF,0.330888889,0.040445081,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
58,46,56,46,40,54,58,44,51,57,53,50,55,53,47,56,48,58,51,52,51,49,59,49,59,48,42,50,47,46,42,52,52,54,41,47,42,44,42,58,43,52,56,49,60,49,54,42,50,50,47,53,53,50,46,60,50,54,41,54,51,47,47,40,52,50,42,51,56,49,54,55,54,41,53,50,52,55,53,47,43,49,49,60,51,58,40,48,43,58,41,49,56,51,51,41,57,43,60,42,50,52,58,58,58,57,40,50,48,58,53,47,50,43,49,44,47,54,58,60,FF,0.330722222,0.04115327,0.326666667,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
50,55,51,51,59,48,59,49,50,54,55,51,40,55,55,48,44,50,59,59,58,51,57,50,49,47,59,54,51,50,51,55,51,53,41,51,53,54,49,60,49,53,51,46,53,43,41,54,44,40,48,55,43,50,54,46,47,50,46,40,45,55,59,47,53,56,58,46,51,55,46,55,51,46,51,41,53,51,55,43,44,45,44,58,58,52,44,47,55,44,45,51,50,51,48,41,54,55,58,40,48,52,46,44,52,48,51,41,58,51,45,47,59,45,46,55,54,41,59,51,FF,0.323666667,0.040967296,0.313333333,0.4,0.266666667,1.5,0,0.65,0.35,0
51,46,53,53,51,46,55,49,51,53,57,51,54,56,51,59,49,56,46,45,58,50,46,42,60,56,48,56,53,55,55,45,40,48,53,46,57,53,40,51,57,59,49,42,45,46,42,46,41,59,40,47,52,53,51,42,55,49,45,53,57,48,51,53,46,60,59,51,40,54,42,56,42,60,43,47,49,56,59,46,40,57,51,46,45,56,59,45,50,48,56,46,42,48,45,47,58,60,60,57,42,52,51,44,54,56,48,57,41,51,48,46,46,56,50,42,47,53,60,60,FF,0.331777778,0.040691808,0.333333333,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
57,51,48,58,53,44,56,59,49,59,59,44,56,51,56,52,54,50,59,59,52,47,51,42,47,54,41,49,42,43,57,44,40,53,48,53,52,52,58,59,56,52,41,46,47,59,58,46,46,44,42,53,57,51,40,55,44,41,49,60,58,59,59,47,51,58,46,59,52,50,44,51,56,45,54,48,50,49,60,58,56,46,41,48,60,57,48,43,45,49,56,56,48,49,47,60,54,46,48,47,60,55,53,45,42,52,41,52,56,43,42,50,46,44,47,49,42,54,59,60,FF,0.326888889,0.036185365,0.323333333,0.4,0.266666667,1.5,0,0.633333333,0.366666667,0
53,46,53,51,44,53,52,43,55,53,53,48,48,54,56,51,44,48,58,54,53,48,53,59,49,49,43,44,42,43,59,58,50,52,58,42,56,53,53,57,55,48,50,42,46,58,58,46,52,45,40,47,57,46,44,53,53,48,60,56,53,41,55,40,51,48,50,52,52,58,55,42,55,60,46,44,53,44,53,60,48,56,44,44,54,50,53,41,53,53,48,53,40,43,49,53,55,40,46,60,40,59,49,50,56,55,44,42,53,60,46,49,44,42,44,44,42,42,46,55,FF,0.322055556,0.043410152,0.32,0.4,0.266666667,1.5,0,0.608333333,0.391666667,0
56,52,42,55,44,53,50,55,50,55,55,47,45,55,48,42,50,55,45,54,58,44,50,41,48,42,60,57,47,53,52,43,56,45,41,53,43,57,54,53,55,55,42,48,54,48,60,45,56,46,45,48,43,50,60,59,51,50,47,59,40,40,53,44,54,53,48,52,50,47,50,55,40,45,48,48,55,55,43,41,48,58,57,44,48,48,60,51,56,59,48,50,49,51,55,49,45,52,40,48,52,57,42,58,51,46,43,50,49,43,53,41,51,41,48,54,45,56,40,54,FF,0.3295,0.042575029,0.326666667,0.4,0.266666667,1.5,0,0.55,0.45,0
48,60,50,44,60,60,49,59,44,51,57,49,59,42,50,50,50,41,42,59,57,44,60,60,59,59,49,48,46,53,60,42,49,50,48,42,44,60,58,48,47,45,58,57,47,49,42,60,55,52,49,54,40,46,43,47,55,55,57,51,41,42,60,49,60,46,57,41,44,50,50,51,49,57,51,57,49,43,51,53,60,60,47,40,54,60,60,42,51,50,60,60,49,60,60,49,47,46,56,57,47,46,47,54,55,45,51,44,59,59,41,54,60,60,48,57,49,50,45,51,FF,0.323222222,0.043031557,0.326666667,0.393333333,0.266666667,1.475,0,0.633333333,0.366666667,0
51,57,42,53,53,53,49,52,56,54,50,48,46,42,48,59,44,60,57,53,42,50,47,53,48,60,43,55,44,52,45,59,43,42,46,42,53,59,59,55,59,47,44,55,53,48,57,51,45,56,60,45,40,52,45,56,59,47,47,59,46,52,52,46,44,60,54,56,43,53,57,48,52,50,57,46,59,52,42,52,44,56,47,52,47,53,44,51,50,47,42,46,50,54,53,55,57,42,40,40,45,42,48,43,50,57,57,43,53,50,44,53,60,44,53,48,46,49,59,59,FF,0.325444444,0.042340343,0.32,0.4,0.266666667,1.5,0,0.625,0.375,0
55,42,58,53,49,43,51,54,51,45,56,58,43,47,58,49,60,43,45,55,47,57,43,53,57,49,48,48,56,45,54,44,54,46,49,60,56,48,53,50,46,48,40,54,51,42,47,48,41,59,57,53,48,58,55,47,49,48,44,59,59,43,48,56,48,56,46,49,45,57,53,48,55,55,49,51,42,58,58,47,46,49,40,50,49,51,52,51,48,56,55,41,52,43,47,46,49,60,46,58,52,49,40,49,43,51,53,50,41,49,51,59,54,46,47,46,50,53,59,60,FF,0.326166667,0.040521,0.333333333,0.4,0.266666667,1.5,0,0.583333333,0.416666667,0
60,60,43,58,57,51,50,59,58,40,51,59,47,55,55,50,54,49,51,44,55,42,50,46,52,51,43,58,46,55,60,41,49,41,48,55,53,50,57,46,40,41,58,58,52,48,43,59,60,60,57,51,42,52,46,47,51,42,51,51,59,59,48,52,57,60,43,49,56,42,45,52,50,49,48,58,50,57,48,42,54,52,52,49,49,47,41,59,49,49,45,52,56,44,40,44,47,47,48,59,60,47,52,43,55,43,46,52,60,41,59,52,60,60,55,43,45,50,60,60,FF,0.318833333,0.041120283,0.313333333,0.4,0.266666667,1.5,0,0.683333333,0.316666667,0
42,59,51,49,55,56,53,40,43,58,60,49,49,50,57,60,45,43,53,45,47,50,41,49,52,49,41,52,58,58,49,45,48,57,60,49,51,43,56,59,47,41,55,48,53,43,52,44,58,47,45,52,56,53,54,52,52,55,44,60,49,47,51,40,52,40,52,54,48,48,41,43,44,58,54,50,41,44,60,57,46,43,53,51,42,50,59,60,46,58,52,55,51,53,55,52,49,49,45,58,47,59,60,57,44,42,52,40,41,53,43,54,56,44,60,50,43,47,55,55,FF,0.322555556,0.039758217,0.323333333,0.4,0.266666667,1.5,0,0.641666667,0.358333333,0
47,60,60,60,55,45,54,51,54,43,54,59,42,50,45,60,49,59,43,50,53,56,42,48,51,47,50,43,52,51,54,48,45,59,45,57,46,52,46,41,41,60,59,50,50,44,51,41,53,41,52,52,49,57,47,45,44,59,57,52,50,56,46,59,55,41,49,60,60,44,48,55,54,50,54,41,51,52,46,49,47,59,49,48,51,47,45,53,46,54,60,60,58,45,52,47,43,48,47,45,57,55,50,49,57,57,45,51,44,43,51,49,59,43,60,48,48,60,42,53,FF,0.318277778,0.039845601,0.316666667,0.4,0.266666667,1.5,0,0.658333333,0.341666667,0
48,55,47,42,60,53,56,40,48,48,54,46,57,59,41,47,49,42,53,57,46,60,51,44,50,53,57,49,48,49,53,47,60,58,40,43,52,43,49,58,49,60,40,60,47,53,43,57,60,45,54,49,50,51,57,53,47,52,50,40,49,40,49,59,59,48,51,40,52,55,56,46,53,54,45,51,52,40,43,50,58,54,60,57,50,48,47,48,43,55,42,53,51,49,49,58,43,40,47,42,52,49,46,47,51,52,48,43,48,54,45,51,54,57,42,57,51,48,45,60,FF,0.324055556,0.039956053,0.32,0.4,0.266666667,1.5,0,0.608333333,0.391666667,0
51,50,50,54,48,46,59,59,51,55,44,48,52,50,42,50,58,47,56,47,49,50,51,46,53,52,54,44,50,58,59,51,47,46,57,60,48,57,47,44,46,60,49,57,49,46,47,44,57,42,55,44,52,42,40,54,51,50,44,56,58,46,52,55,58,46,44,50,58,50,55,54,47,59,56,43,52,53,42,54,42,44,53,43,47,50,50,45,55,50,57,56,46,48,53,51,53,48,41,41,49,48,56,54,42,52,59,59,50,53,59,47,46,59,58,43,46,46,44,46,FF,0.322388889,0.042090968,0.326666667,0.4,0.266666667,1.5,0,0.608333333,0.391666667,0
49,57,44,48,56,46,59,59,43,58,53,51,46,49,59,57,53,46,43,57,57,42,50,46,47,48,59,56,51,54,45,43,51,43,59,51,56,52,50,57,55,49,51,40,57,55,46,45,50,57,47,58,46,45,53,47,40,57,43,42,55,55,57,49,44,51,51,48,50,46,54,59,59,46,54,59,50,50,59,44,59,42,41,51,47,50,40,56,44,40,49,40,52,51,51,49,51,59,54,54,48,52,40,56,42,59,44,47,51,42,48,51,46,58,49,56,51,46,46,53,FF,0.327111111,0.038552069,0.32,0.4,0.266666667,1.5,0,0.616666667,0.383333333,0
58,52,54,43,54,55,53,40,45,57,54,51,59,45,47,55,54,50,45,59,47,59,41,59,45,58,51,44,57,54,52,58,44,54,53,52,57,50,46,41,60,56,43,41,54,41,50,60,53,55,58,47,52,41,54,45,59,48,52,45,53,40,47,46,57,54,51,44,52,45,46,52,51,43,58,58,49,54,44,43,52,54,40,42,53,51,43,58,57,45,58,48,48,41,55,49,40,51,52,40,52,54,41,59,50,44,52,52,46,47,48,46,44,59,54,49,41,47,60,52,FF,0.321111111,0.041117293,0.316666667,0.4,0.266666667,1.5,0,0.65,0.35,0
60,45,51,49,45,50,48,57,49,60,49,46,59,55,49,42,59,45,60,46,45,55,50,54,51,45,50,45,41,45,59,45,52,53,52,53,53,42,52,41,53,47,53,56,55,59,45,50,56,45,44,56,50,42,52,41,53,52,52,45,57,56,54,48,60,56,49,42,45,46,46,58,60,45,57,45,45,53,55,49,50,56,41,51,48,40,50,50,59,53,57,58,51,44,57,52,45,59,59,50,50,52,42,41,41,40,50,41,46,41,48,46,59,59,54,60,48,45,42,60,FF,0.331666667,0.040641449,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
55,43,52,59,47,48,54,44,56,54,54,48,56,43,52,40,55,57,49,52,52,53,44,54,43,60,44,53,56,54,53,46,49,56,45,57,48,56,49,43,55,46,49,51,57,58,47,45,51,58,54,53,45,49,60,54,49,47,51,49,52,50,51,51,54,47,43,58,47,54,52,49,45,54,41,49,54,47,59,42,60,45,45,51,43,51,49,58,55,49,44,48,47,51,59,43,55,51,52,41,46,52,44,53,48,59,53,41,49,47,46,58,45,44,57,52,49,46,40,52,FF,0.321777778,0.038133221,0.32,0.4,0.266666667,1.5,0,0.658333333,0.341666667,0
49,60,56,53,57,47,46,51,41,45,54,59,50,54,41,42,54,51,43,56,53,52,60,55,59,45,44,52,53,45,57,52,60,47,41,54,49,52,41,55,43,57,47,47,60,49,60,48,53,46,41,56,54,50,50,43,46,50,50,45,60,41,42,52,58,58,52,55,47,50,41,48,59,59,45,47,50,44,59,60,48,45,49,40,56,60,46,56,44,51,56,48,50,59,59,50,40,52,56,60,41,46,47,43,41,52,42,41,41,56,43,42,49,56,60,60,59,45,49,42,FF,0.330333333,0.037081685,0.326666667,0.4,0.266666667,1.5,0,0.575,0.425,0
52,51,52,55,43,58,58,54,56,47,58,55,43,48,40,51,47,49,59,51,53,50,47,55,50,55,51,57,58,57,54,45,55,49,60,55,49,48,54,48,56,52,57,50,43,60,45,52,54,59,40,40,45,51,51,42,58,59,47,55,50,43,56,47,52,52,47,41,52,42,51,50,55,50,41,44,47,52,46,45,48,53,44,47,55,54,41,52,40,50,56,52,46,45,52,52,41,54,57,51,52,42,55,57,51,51,44,52,47,60,47,52,44,43,42,56,54,42,47,47,FF,0.316,0.044351537,0.32,0.4,0.266666667,1.5,0,0.666666667,0.333333333,0
50,52,50,56,48,55,53,54,47,53,54,51,44,54,49,59,49,45,57,47,50,43,57,50,60,50,52,42,48,51,59,48,46,52,53,42,52,60,54,45,54,50,60,49,50,47,53,54,46,49,51,47,49,53,54,50,54,45,43,40,51,40,41,43,59,45,40,51,50,59,60,45,45,51,55,60,49,50,48,52,51,52,41,50,52,50,47,48,44,57,57,49,48,48,43,54,58,46,55,44,48,50,47,46,59,50,57,43,41,55,51,41,51,55,55,44,44,45,50,47,FF,0.324722222,0.043783662,0.326666667,0.393333333,0.266666667,1.475,0,0.616666667,0.383333333,0
59,50,54,48,55,50,52,53,44,45,41,56,48,52,45,50,55,46,56,48,40,52,40,54,52,50,53,49,57,44,59,49,50,47,60,59,47,58,48,49,46,44,44,55,47,53,42,40,50,44,57,50,53,43,56,52,54,60,45,55,48,47,54,50,44,52,46,49,41,49,49,57,60,50,45,59,44,45,46,52,52,48,46,60,59,43,60,48,48,49,60,40,53,50,57,47,42,49,47,42,50,53,48,44,50,41,52,59,49,57,54,42,57,41,57,52,44,59,49,57,FF,0.323444444,0.038968812,0.326666667,0.4,0.266666667,1.5,0,0.6,0.4,0
50,56,45,56,49,53,56,41,46,54,50,54,50,49,56,46,45,60,48,60,43,59,49,50,41,57,55,47,54,49,54,49,51,47,54,54,50,57,50,42,51,44,55,43,59,44,56,42,47,45,52,49,43,49,49,51,59,53,53,44,54,56,41,57,43,53,50,55,45,59,42,60,49,47,48,46,40,55,46,56,42,51,48,41,56,60,47,56,45,43,49,49,59,56,40,51,55,48,47,60,47,55,52,49,54,43,47,47,54,57,49,43,43,47,46,43,42,51,40,59,FF,0.33,0.040574769,0.326666667,0.4,0.266666667,1.5,0,0.591666667,0.408333333,0
53,49,49,58,48,60,60,54,47,54,49,54,41,47,46,57,53,47,58,50,43,53,55,49,49,48,60,53,59,47,49,54,45,59,59,46,48,58,50,55,50,42,56,53,43,50,50,49,49,60,58,45,48,46,42,42,59,44,50,50,60,60,50,51,57,57,51,45,54,58,56,47,49,47,58,54,52,41,51,56,49,41,56,42,47,42,56,56,45,53,54,47,43,47,49,45,58,60,48,44,43,53,56,60,47,42,47,52,46,41,52,43,41,59,59,46,54,56,50,59,FF,0.326166667,0.040833176,0.323333333,0.4,0.266666667,1.5,0,0.65,0.35,0
54,46,54,54,42,58,48,54,47,53,57,49,58,52,52,52,53,54,47,42,44,59,60,46,49,52,43,40,48,56,44,50,50,50,58,51,59,53,48,59,60,60,60,54,49,40,50,44,46,54,52,53,44,57,48,58,50,44,54,46,55,44,54,51,55,50,41,60,55,42,53,52,42,40,55,49,59,60,41,49,43,54,54,47,60,55,54,51,40,55,42,40,47,59,57,50,42,46,44,47,44,59,57,47,45,43,41,43,50,60,55,46,47,58,60,41,45,44,44,60,FF,0.329833333,0.040776428,0.326666667,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
60,41,54,54,41,50,50,50,45,59,56,42,46,50,51,44,58,42,55,53,50,41,50,50,54,46,50,44,60,52,54,59,49,53,44,44,53,55,42,44,53,43,53,42,60,60,54,43,57,50,57,50,43,53,56,56,52,42,53,41,53,53,49,52,58,56,53,48,49,44,59,56,50,52,44,53,54,50,40,50,57,45,57,49,50,46,44,50,52,50,54,41,42,56,54,54,46,44,50,53,43,56,59,50,40,58,49,41,50,60,53,49,41,50,43,50,48,60,50,60,FF,0.325,0.041595177,0.32,0.4,0.266666667,1.5,0,0.608333333,0.391666667,0
47,56,49,58,60,43,47,57,58,50,60,58,51,52,43,57,46,49,55,60,60,57,50,56,54,43,53,48,51,41,49,58,43,47,53,55,50,46,51,55,58,50,49,41,55,40,44,53,40,49,41,56,42,57,60,55,42,48,54,47,56,45,60,42,56,40,48,53,54,54,48,44,58,60,45,58,46,41,48,58,59,50,46,57,45,47,49,49,52,46,56,54,60,57,45,60,59,49,53,55,42,60,44,41,46,45,44,40,52,42,50,48,42,55,57,44,57,60,49,60,FF,0.324944444,0.044687907,0.32,0.4,0.266666667,1.5,0,0.633333333,0.366666667,0
56,51,57,49,56,48,52,49,43,54,52,54,50,49,56,52,46,52,42,46,46,44,52,51,57,44,42,60,53,48,49,42,46,58,47,57,52,45,52,53,60,50,51,60,55,52,41,45,51,57,59,51,43,60,55,60,44,47,46,47,56,58,46,42,55,52,46,43,55,49,40,46,53,55,60,44,51,46,47,42,52,58,50,58,46,50,46,53,51,59,42,57,47,52,52,40,41,40,58,57,46,50,56,58,47,60,51,46,54,57,53,49,52,49,51,49,60,50,44,60,FF,0.325388889,0.042781846,0.32,0.4,0.266666667,1.5,0,0.6,0.4,0
55,60,49,60,45,60,50,47,50,60,60,45,47,53,52,53,45,49,56,59,49,49,45,56,45,52,42,45,55,47,43,44,41,59,47,60,43,60,41,58,49,45,52,49,49,49,60,58,47,44,50,54,53,53,52,48,46,55,52,56,57,51,47,44,41,60,56,53,47,43,50,53,42,59,47,42,45,57,60,48,46,51,53,44,48,54,43,48,46,44,54,56,50,59,59,46,45,53,41,56,56,47,49,48,60,53,60,56,48,52,41,47,40,54,46,41,52,44,53,45,FF,0.322444444,0.04114998,0.32,0.4,0.266666667,1.5,0,0.625,0.375,0
50,53,47,50,53,53,53,43,47,56,54,52,44,51,47,54,44,45,53,55,60,47,43,55,50,59,46,56,49,52,42,47,45,53,45,51,47,45,50,47,59,55,54,53,54,60,50,53,45,52,52,53,44,51,43,58,55,53,49,56,45,46,41,47,45,42,57,47,56,41,54,47,43,53,51,51,48,55,55,40,54,42,60,54,47,52,40,49,43,49,50,44,56,53,47,52,50,45,53,54,52,47,44,56,55,47,53,45,50,55,44,52,54,56,42,44,50,40,51,59,FF,0.336388889,0.040008364,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
53,56,54,51,45,47,48,55,48,41,51,53,52,45,49,54,45,49,60,57,47,45,54,54,48,42,41,52,54,44,49,52,49,53,42,58,55,52,41,45,41,53,51,58,50,48,46,54,40,48,52,58,49,60,50,42,56,49,51,53,44,56,53,52,50,48,49,53,49,47,54,48,46,56,45,60,40,48,52,53,54,41,47,42,49,54,47,49,51,57,53,49,51,54,59,45,49,48,48,60,54,46,45,50,42,51,51,53,41,48,49,48,42,45,42,51,54,46,51,53,FF,0.321,0.039950015,0.323333333,0.4,0.266666667,1.5,0,0.641666667,0.358333333,0
60,43,56,47,46,51,53,55,53,45,48,60,60,60,60,49,52,55,46,60,50,54,42,54,42,59,50,53,41,57,46,43,55,40,42,56,41,51,49,58,47,53,45,49,51,48,57,57,52,51,40,50,49,44,55,51,54,53,47,50,59,53,49,49,58,56,49,53,50,43,43,52,48,54,50,42,41,45,47,49,47,43,49,60,52,55,59,44,48,51,54,51,52,52,56,47,55,46,56,52,42,43,60,44,42,49,60,58,46,50,42,41,46,50,60,60,52,50,49,49,FF,0.325388889,0.040614292,0.326666667,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0
57,49,49,53,54,55,56,48,48,49,49,53,44,52,48,54,53,42,49,53,55,55,48,47,55,41,55,46,56,53,52,43,53,51,52,57,59,49,57,48,42,46,40,51,60,60,42,47,53,51,54,50,45,41,45,58,55,56,58,51,47,59,44,53,57,55,53,51,47,55,50,52,53,42,42,50,41,60,60,42,49,48,60,56,47,49,51,44,56,57,45,48,41,53,49,40,51,53,48,51,54,54,53,45,55,43,48,50,53,55,46,49,45,47,47,49,46,48,43,53,FF,0.316388889,0.041240302,0.316666667,0.4,0.266666667,1.5,0,0.691666667,0.308333333,0
53,51,57,50,43,56,60,46,57,53,54,47,43,54,53,43,48,56,53,57,50,43,59,57,46,44,40,53,57,49,46,58,59,47,47,53,46,52,41,50,57,44,59,45,46,49,59,58,45,47,53,46,53,56,51,59,47,40,55,44,46,49,49,41,55,57,47,46,42,57,50,54,46,56,46,59,53,49,41,56,45,48,48,43,46,50,47,53,42,59,58,49,40,51,49,59,58,42,51,50,57,56,47,55,41,48,43,47,48,47,56,46,56,47,41,48,52,60,50,60,FF,0.323166667,0.042630258,0.32,0.4,0.266666667,1.5,0,0.616666667,0.383333333,0
47,59,60,60,50,51,58,44,52,50,56,52,55,52,54,49,57,51,42,40,58,43,50,54,56,43,60,43,54,51,53,51,40,52,47,57,58,51,45,55,42,46,53,43,52,55,47,40,60,60,43,44,54,52,46,46,55,59,50,52,53,41,42,44,50,41,50,50,49,49,57,57,45,49,52,44,49,52,49,44,58,51,49,41,50,52,45,53,53,51,46,59,47,40,55,52,44,45,58,59,47,46,49,52,60,45,43,49,60,49,56,47,56,50,48,60,45,47,52,60,FF,0.325611111,0.043420475,0.32,0.4,0.266666667,1.5,0,0.625,0.375,0
60,58,54,47,52,58,55,49,47,54,53,40,54,42,47,55,51,50,54,49,51,49,46,44,51,53,50,47,59,43,47,46,58,45,60,44,47,45,60,43,52,49,49,45,47,58,45,47,56,47,47,56,48,47,59,58,47,43,51,59,50,60,45,54,45,58,51,51,51,56,57,46,43,47,56,47,47,40,47,59,59,49,40,49,56,44,42,45,51,41,53,46,40,58,52,47,60,45,60,51,45,49,51,43,50,55,58,51,44,51,52,47,56,45,55,41,49,44,51,44,FF,0.327666667,0.039921959,0.33,0.4,0.266666667,1.5,0,0.575,0.425,0
52,53,53,54,60,42,45,55,48,47,50,53,47,51,43,45,58,48,56,57,51,48,53,41,59,46,50,60,60,49,53,57,42,54,50,49,46,59,55,53,41,60,50,45,51,54,47,42,58,45,50,50,50,44,60,53,51,42,46,46,49,59,56,46,48,53,40,56,55,49,49,55,42,50,54,49,50,46,53,60,46,51,46,45,54,60,51,46,51,44,52,51,51,54,56,60,60,53,52,50,50,41,40,47,50,48,51,58,56,40,45,47,48,53,47,41,49,57,48,45,FF,0.317111111,0.042628251,0.313333333,0.4,0.266666667,1.5,0,0.641666667,0.358333333,0
